Algodon,Poliester,Lana,Elastano,Viscosa,Nylon,Seda,Fibra,Peso,Programa,Agua,Jabon,Temperatura
60.99,28.96,3.06,3.32,1.15,2.28,0.0,0.25,3.46,Mixto,50.76,23.65,40
40.3,37.38,0.81,2.18,10.03,4.63,0.0,4.68,2.8,Mixto,46.8,22.0,40
29.98,13.31,35.05,3.25,7.62,5.06,5.74,0.0,1.11,Mixto,36.66,17.775,40
11.79,45.95,0.0,18.46,5.27,15.36,0.0,3.17,3.59,Mixto,51.54,23.975,40
58.92,28.16,3.77,0.65,5.48,0.89,0.0,2.13,2.67,Mixto,46.019999999999996,21.675,40
12.63,59.62,0.0,10.28,1.69,15.46,0.0,0.31,2.17,Sintéticos,43.019999999999996,20.425,40
51.99,29.42,2.03,5.35,0.33,4.6,0.0,6.27,5.43,Mixto,62.58,28.575,40
79.0,9.85,0.0,4.25,4.48,0.0,0.0,2.42,4.5,Algodón,57.0,26.25,60
18.34,27.17,33.53,0.09,1.86,5.25,13.76,0.0,1.57,Mixto,39.42,18.925,40
17.8,2.16,37.64,3.47,7.04,3.5,28.39,0.0,2.04,Mixto,42.24,20.1,40
84.7,4.59,0.0,4.58,4.84,0.0,0.0,1.29,3.42,Algodón,50.519999999999996,23.55,60
92.49,7.51,0.0,0.0,0.0,0.0,0.0,0.0,6.85,Algodón,71.1,32.125,60
27.98,8.14,30.14,0.95,7.43,2.58,22.78,0.0,1.18,Mixto,37.08,17.95,40
63.04,25.66,3.41,0.33,5.3,1.17,0.0,1.09,5.02,Mixto,60.12,27.549999999999997,40
94.51,5.49,0.0,0.0,0.0,0.0,0.0,0.0,4.63,Algodón,57.78,26.575,60
18.95,24.24,25.76,3.64,14.07,0.3,13.03,0.0,1.53,Mixto,39.18,18.825,40
72.73,7.48,0.0,3.78,11.13,0.0,0.0,4.87,5.76,Algodón,64.56,29.4,60
27.24,4.04,35.14,2.67,5.29,6.08,19.54,0.0,2.18,Mixto,43.08,20.45,40
6.11,38.84,0.0,23.84,5.57,23.82,0.0,1.82,2.49,Mixto,44.94,21.225,40
53.06,32.11,2.32,3.43,0.16,6.11,0.0,2.81,2.73,Mixto,46.379999999999995,21.825,40
5.07,28.83,33.38,5.14,1.77,0.14,25.66,0.0,2.42,Mixto,44.519999999999996,21.05,40
47.48,37.64,3.44,1.75,6.93,2.67,0.0,0.09,3.73,Mixto,52.379999999999995,24.325,40
49.08,34.85,2.72,2.5,4.27,2.72,0.0,3.85,4.96,Mixto,59.76,27.4,40
26.03,40.77,0.0,17.59,3.99,10.83,0.0,0.79,2.56,Mixto,45.36,21.4,40
3.09,63.04,0.0,17.36,1.15,14.8,0.0,0.57,2.38,Sintéticos,44.28,20.95,40
52.54,42.61,1.81,0.93,0.14,1.07,0.0,0.9,3.86,Mixto,53.16,24.65,40
12.84,46.27,0.0,18.13,0.35,19.92,0.0,2.48,2.68,Mixto,46.08,21.7,40
78.95,11.79,0.0,2.29,4.7,0.0,0.0,2.27,6.16,Algodón,66.96000000000001,30.4,60
10.85,41.67,22.49,0.95,5.98,0.59,17.46,0.0,2.87,Mixto,47.22,22.175,40
90.7,9.3,0.0,0.0,0.0,0.0,0.0,0.0,5.02,Algodón,60.12,27.549999999999997,60
50.34,33.39,1.75,1.23,7.06,2.61,0.0,3.63,5.48,Mixto,62.88,28.700000000000003,40
75.59,19.97,0.0,1.42,0.86,0.0,0.0,2.16,3.8,Algodón,52.8,24.5,60
97.67,2.33,0.0,0.0,0.0,0.0,0.0,0.0,5.16,Algodón,60.96,27.9,60
3.16,21.86,31.04,4.07,5.87,8.53,25.47,0.0,2.53,Mixto,45.18,21.325,40
48.66,31.1,3.72,3.2,7.25,4.0,0.0,2.07,2.51,Mixto,45.06,21.275,40
99.03,0.97,0.0,0.0,0.0,0.0,0.0,0.0,4.15,Algodón,54.900000000000006,25.375,60
73.52,13.08,0.0,1.84,7.96,0.0,0.0,3.61,6.08,Algodón,66.48,30.2,60
79.8,12.04,0.0,0.84,6.11,0.0,0.0,1.2,4.33,Algodón,55.980000000000004,25.825,60
21.45,16.65,31.34,5.66,1.84,7.1,15.97,0.0,1.69,Mixto,40.14,19.225,40
26.01,38.87,0.0,14.65,4.08,11.61,0.0,4.79,2.63,Mixto,45.78,21.575,40
35.99,51.47,0.13,5.1,2.74,1.09,0.0,3.49,3.47,Sintéticos,50.82,23.675,40
87.49,5.54,0.0,2.71,0.46,0.0,0.0,3.79,6.63,Algodón,69.78,31.575,60
94.86,5.14,0.0,0.0,0.0,0.0,0.0,0.0,4.19,Algodón,55.14,25.475,60
91.02,8.98,0.0,0.0,0.0,0.0,0.0,0.0,7.81,Algodón,76.86,34.525,60
22.97,42.41,0.0,17.63,0.83,14.98,0.0,1.18,3.0,Mixto,48.0,22.5,40
48.15,38.92,2.44,1.72,2.97,2.62,0.0,3.17,3.71,Mixto,52.26,24.275,40
98.4,1.6,0.0,0.0,0.0,0.0,0.0,0.0,5.65,Algodón,63.900000000000006,29.125,60
15.16,24.15,28.04,4.97,12.94,3.48,11.26,0.0,1.71,Mixto,40.26,19.275,40
4.17,46.36,0.0,26.01,0.38,19.96,0.0,3.12,3.55,Mixto,51.3,23.875,40
75.38,14.0,0.0,3.74,4.11,0.0,0.0,2.77,5.08,Algodón,60.480000000000004,27.7,60
7.74,35.3,23.28,5.76,7.89,10.39,9.65,0.0,2.19,Mixto,43.14,20.475,40
92.3,7.7,0.0,0.0,0.0,0.0,0.0,0.0,6.34,Algodón,68.03999999999999,30.85,60
18.24,24.47,27.0,1.46,8.63,7.69,12.51,0.0,2.12,Mixto,42.72,20.3,40
55.23,35.95,0.16,1.6,4.81,1.41,0.0,0.85,3.39,Mixto,50.34,23.475,40
52.18,33.08,1.6,3.98,5.08,3.47,0.0,0.63,2.76,Mixto,46.56,21.9,40
16.53,5.45,37.89,3.53,10.23,11.7,14.67,0.0,2.66,Mixto,45.96,21.65,40
14.31,53.84,0.0,12.34,4.15,10.77,0.0,4.58,3.81,Sintéticos,52.86,24.525,40
93.11,6.89,0.0,0.0,0.0,0.0,0.0,0.0,5.11,Algodón,60.660000000000004,27.775,60
80.79,4.04,0.0,4.38,6.71,0.0,0.0,4.09,6.27,Algodón,67.62,30.674999999999997,60
83.7,0.73,0.0,2.61,8.34,0.0,0.0,4.62,4.3,Algodón,55.8,25.75,60
79.24,6.85,0.0,3.71,7.4,0.0,0.0,2.8,5.9,Algodón,65.4,29.75,60
53.72,27.4,3.75,3.24,4.36,3.39,0.0,4.14,4.5,Mixto,57.0,26.25,40
4.34,12.7,46.05,2.7,1.85,3.61,28.74,0.0,1.08,Mixto,36.480000000000004,17.7,40
90.02,9.98,0.0,0.0,0.0,0.0,0.0,0.0,4.16,Algodón,54.96,25.4,60
11.39,56.58,0.0,8.99,4.48,18.3,0.0,0.26,3.34,Sintéticos,50.04,23.35,40
18.18,21.29,33.28,1.32,3.58,2.77,19.59,0.0,2.41,Mixto,44.46,21.025,40
87.15,6.08,0.0,5.64,0.36,0.0,0.0,0.78,5.36,Algodón,62.160000000000004,28.4,60
29.4,35.82,0.0,10.45,2.65,20.19,0.0,1.48,2.98,Mixto,47.879999999999995,22.45,40
73.52,16.39,0.0,1.7,7.27,0.0,0.0,1.13,4.5,Algodón,57.0,26.25,60
28.4,45.87,0.0,15.07,1.29,5.61,0.0,3.75,3.61,Mixto,51.66,24.025,40
6.61,21.38,32.75,5.87,5.32,6.31,21.77,0.0,1.72,Mixto,40.32,19.3,40
61.1,22.39,2.21,0.2,7.44,4.11,0.0,2.56,4.32,Mixto,55.92,25.8,40
85.18,8.49,0.0,1.54,2.29,0.0,0.0,2.51,6.26,Algodón,67.56,30.65,60
45.47,39.5,1.57,4.01,3.9,1.67,0.0,3.86,5.36,Mixto,62.160000000000004,28.4,40
48.75,26.32,1.04,3.79,9.37,5.3,0.0,5.43,2.51,Mixto,45.06,21.275,40
20.63,37.25,0.0,19.7,0.3,21.09,0.0,1.02,2.14,Mixto,42.84,20.35,40
90.26,9.74,0.0,0.0,0.0,0.0,0.0,0.0,5.59,Algodón,63.54,28.975,60
77.08,12.41,0.0,3.77,5.52,0.0,0.0,1.22,6.9,Algodón,71.4,32.25,60
12.78,13.91,42.06,1.02,10.9,0.31,19.02,0.0,1.69,Mixto,40.14,19.225,40
14.07,51.72,0.0,19.57,0.06,10.98,0.0,3.6,2.75,Sintéticos,46.5,21.875,40
99.77,0.23,0.0,0.0,0.0,0.0,0.0,0.0,6.12,Algodón,66.72,30.3,60
77.13,1.35,0.0,4.71,11.43,0.0,0.0,5.39,3.96,Algodón,53.76,24.9,60
24.85,28.87,18.16,3.21,8.97,3.53,12.41,0.0,2.96,Mixto,47.76,22.4,40
10.63,17.52,24.48,4.38,2.52,9.77,30.7,0.0,2.75,Delicados,46.5,21.875,30
85.3,1.53,0.0,2.64,7.45,0.0,0.0,3.08,5.82,Algodón,64.92,29.55,60
48.98,39.84,0.2,2.69,5.37,1.07,0.0,1.85,4.78,Mixto,58.68,26.950000000000003,40
23.61,44.51,0.0,12.33,2.43,15.78,0.0,1.35,3.62,Mixto,51.72,24.05,40
17.79,23.98,34.79,2.06,6.61,6.67,8.1,0.0,2.64,Mixto,45.84,21.6,40
71.74,15.22,0.0,3.88,5.95,0.0,0.0,3.21,4.95,Algodón,59.7,27.375,60
27.9,23.19,23.79,1.13,6.12,0.87,16.99,0.0,2.41,Mixto,44.46,21.025,40
14.43,44.82,0.0,13.69,4.85,18.2,0.0,4.01,2.19,Mixto,43.14,20.475,40
16.54,52.65,0.0,7.75,3.71,15.38,0.0,3.98,3.17,Sintéticos,49.019999999999996,22.925,40
54.83,26.3,3.57,2.21,6.72,2.66,0.0,3.71,3.04,Mixto,48.24,22.6,40
67.89,16.52,0.0,5.27,6.37,0.0,0.0,3.95,3.15,Mixto,48.9,22.875,40
8.2,25.61,36.04,3.02,6.62,6.65,13.86,0.0,2.54,Mixto,45.24,21.35,40
99.65,0.35,0.0,0.0,0.0,0.0,0.0,0.0,5.6,Algodón,63.599999999999994,29.0,60
9.98,55.37,0.0,14.54,2.44,15.64,0.0,2.03,3.49,Sintéticos,50.94,23.725,40
20.07,37.88,24.66,2.79,2.79,2.99,8.82,0.0,2.43,Mixto,44.58,21.075,40
49.86,35.77,3.44,1.27,1.49,3.89,0.0,4.29,3.83,Mixto,52.980000000000004,24.575,40
12.88,55.74,0.0,11.99,1.83,14.75,0.0,2.81,3.09,Sintéticos,48.54,22.725,40
17.2,19.39,21.05,0.14,6.11,11.95,24.16,0.0,1.04,Mixto,36.24,17.6,40
38.48,45.48,4.19,0.56,4.12,3.1,0.0,4.07,4.44,Mixto,56.64,26.1,40
98.8,1.2,0.0,0.0,0.0,0.0,0.0,0.0,7.89,Algodón,77.34,34.724999999999994,60
2.57,51.93,0.0,13.07,5.87,23.67,0.0,2.89,3.01,Sintéticos,48.06,22.525,40
82.3,13.39,0.0,2.18,1.67,0.0,0.0,0.46,4.75,Algodón,58.5,26.875,60
56.76,28.32,0.89,0.45,7.64,2.45,0.0,3.48,2.94,Mixto,47.64,22.35,40
52.78,30.96,1.87,0.79,8.83,1.86,0.0,2.9,4.12,Mixto,54.72,25.3,40
23.92,4.42,23.63,5.11,3.96,7.79,31.17,0.0,2.38,Delicados,44.28,20.95,30
79.07,9.64,0.0,0.82,8.87,0.0,0.0,1.6,5.12,Algodón,60.72,27.8,60
8.5,52.54,0.0,10.27,0.03,22.66,0.0,6.01,3.81,Sintéticos,52.86,24.525,40
94.66,5.34,0.0,0.0,0.0,0.0,0.0,0.0,7.53,Algodón,75.18,33.825,60
50.85,28.65,4.56,0.67,6.56,4.83,0.0,3.9,3.43,Mixto,50.58,23.575000000000003,40
91.73,8.27,0.0,0.0,0.0,0.0,0.0,0.0,7.17,Algodón,73.02,32.925,60
14.22,56.93,0.0,6.34,4.43,13.82,0.0,4.26,3.16,Sintéticos,48.96,22.9,40
0.9,31.2,37.18,1.43,9.51,4.74,15.05,0.0,2.66,Mixto,45.96,21.65,40
40.4,29.3,4.57,5.66,11.64,2.36,0.0,6.06,2.58,Mixto,45.480000000000004,21.45,40
39.41,41.24,4.64,5.18,2.63,1.81,0.0,5.09,3.79,Mixto,52.74,24.475,40
15.09,69.14,0.0,8.48,0.36,6.36,0.0,0.58,2.84,Sintéticos,47.04,22.1,40
54.87,33.94,2.74,0.78,0.45,3.26,0.0,3.96,4.28,Mixto,55.68,25.700000000000003,40
85.39,9.54,0.0,0.11,2.15,0.0,0.0,2.81,6.36,Algodón,68.16,30.9,60
18.9,12.48,39.98,1.6,7.95,2.9,16.2,0.0,2.22,Mixto,43.32,20.55,40
43.64,40.8,3.72,5.81,0.25,5.32,0.0,0.47,4.56,Mixto,57.36,26.4,40
96.81,3.19,0.0,0.0,0.0,0.0,0.0,0.0,5.2,Algodón,61.2,28.0,60
15.83,52.65,0.0,13.74,0.16,13.68,0.0,3.93,3.15,Sintéticos,48.9,22.875,40
15.42,45.14,0.0,19.58,4.23,15.41,0.0,0.22,2.19,Mixto,43.14,20.475,40
0.01,77.04,0.0,8.5,3.59,8.12,0.0,2.75,3.12,Sintéticos,48.72,22.8,40
78.22,12.69,0.0,2.15,5.93,0.0,0.0,1.01,6.67,Algodón,70.02,31.675,60
97.77,2.23,0.0,0.0,0.0,0.0,0.0,0.0,5.83,Algodón,64.98,29.575,60
62.08,27.24,4.56,0.65,0.3,5.16,0.0,0.02,4.05,Mixto,54.3,25.125,40
54.51,32.07,0.08,4.71,5.3,2.33,0.0,1.0,5.06,Mixto,60.36,27.65,40
0.94,72.79,0.0,10.03,4.47,6.26,0.0,5.51,2.13,Sintéticos,42.78,20.325,40
4.29,58.25,0.0,11.94,3.34,17.56,0.0,4.61,3.44,Sintéticos,50.64,23.6,40
11.95,59.94,0.0,16.09,2.38,5.12,0.0,4.52,3.86,Sintéticos,53.16,24.65,40
27.69,16.18,29.53,4.88,9.24,1.61,10.87,0.0,1.45,Mixto,38.7,18.625,40
70.12,16.75,0.0,4.19,8.55,0.0,0.0,0.38,6.82,Algodón,70.92,32.05,60
94.39,5.61,0.0,0.0,0.0,0.0,0.0,0.0,5.48,Algodón,62.88,28.700000000000003,60
46.54,38.02,0.29,0.19,9.83,0.56,0.0,4.58,5.21,Mixto,61.26,28.025,40
18.98,42.6,0.0,13.31,5.81,14.92,0.0,4.38,2.35,Mixto,44.1,20.875,40
21.11,4.36,40.65,0.3,6.51,9.74,17.33,0.0,2.84,Mixto,47.04,22.1,40
95.76,4.24,0.0,0.0,0.0,0.0,0.0,0.0,5.54,Algodón,63.24,28.85,60
37.52,43.7,2.92,4.7,0.34,5.69,0.0,5.14,4.28,Mixto,55.68,25.700000000000003,40
4.42,41.7,22.57,4.43,4.04,3.03,19.82,0.0,1.29,Mixto,37.74,18.225,40
4.46,6.73,41.94,4.36,11.65,5.26,25.61,0.0,2.69,Mixto,46.14,21.725,40
78.81,12.37,0.0,0.87,4.44,0.0,0.0,3.52,5.74,Algodón,64.44,29.35,60
94.6,5.4,0.0,0.0,0.0,0.0,0.0,0.0,7.49,Algodón,74.94,33.725,60
20.01,24.38,25.7,0.24,8.11,1.83,19.73,0.0,1.18,Mixto,37.08,17.95,40
5.7,63.85,0.0,14.14,0.11,10.54,0.0,5.66,3.94,Sintéticos,53.64,24.85,40
46.81,37.11,0.95,0.16,8.75,2.24,0.0,3.98,2.84,Mixto,47.04,22.1,40
97.34,2.66,0.0,0.0,0.0,0.0,0.0,0.0,6.77,Algodón,70.62,31.924999999999997,60
40.66,45.93,2.55,1.97,5.09,0.06,0.0,3.73,4.72,Mixto,58.32,26.799999999999997,40
89.6,10.4,0.0,0.0,0.0,0.0,0.0,0.0,4.08,Algodón,54.480000000000004,25.2,60
90.06,9.94,0.0,0.0,0.0,0.0,0.0,0.0,4.07,Algodón,54.42,25.175,60
58.86,25.47,4.04,0.75,5.92,2.2,0.0,2.75,5.32,Mixto,61.92,28.3,40
90.51,9.49,0.0,0.0,0.0,0.0,0.0,0.0,7.51,Algodón,75.06,33.775,60
23.58,11.64,28.73,3.95,6.59,6.43,19.09,0.0,1.27,Mixto,37.62,18.175,40
21.28,51.8,0.0,11.47,2.61,11.1,0.0,1.74,2.49,Sintéticos,44.94,21.225,40
49.14,33.68,0.24,4.18,6.66,0.99,0.0,5.1,3.8,Mixto,52.8,24.5,40
95.64,4.36,0.0,0.0,0.0,0.0,0.0,0.0,5.44,Algodón,62.64,28.6,60
49.6,29.37,5.33,3.61,3.54,3.66,0.0,4.88,4.69,Mixto,58.14,26.725,40
20.38,53.14,0.0,7.18,1.86,15.56,0.0,1.87,3.79,Sintéticos,52.74,24.475,40
62.82,22.94,3.92,0.45,1.76,3.11,0.0,5.0,3.65,Mixto,51.9,24.125,40
24.68,29.95,15.54,4.5,3.29,10.47,11.56,0.0,1.09,Mixto,36.54,17.725,40
37.27,49.81,3.03,4.6,1.57,1.97,0.0,1.75,4.26,Mixto,55.56,25.65,40
86.55,0.92,0.0,4.34,6.76,0.0,0.0,1.43,4.01,Algodón,54.06,25.025,60
95.67,4.33,0.0,0.0,0.0,0.0,0.0,0.0,4.59,Algodón,57.54,26.475,60
93.17,6.83,0.0,0.0,0.0,0.0,0.0,0.0,5.73,Algodón,64.38,29.325000000000003,60
47.91,44.3,1.38,5.16,0.46,0.59,0.0,0.2,4.58,Mixto,57.480000000000004,26.45,40
96.1,3.9,0.0,0.0,0.0,0.0,0.0,0.0,7.43,Algodón,74.58,33.575,60
94.32,5.68,0.0,0.0,0.0,0.0,0.0,0.0,7.32,Algodón,73.92,33.3,60
19.25,55.25,0.0,5.54,1.17,14.02,0.0,4.77,3.01,Sintéticos,48.06,22.525,40
75.71,6.02,0.0,3.07,11.03,0.0,0.0,4.17,4.37,Algodón,56.22,25.925,60
97.91,2.09,0.0,0.0,0.0,0.0,0.0,0.0,7.98,Algodón,77.88,34.95,60
89.58,10.42,0.0,0.0,0.0,0.0,0.0,0.0,6.75,Algodón,70.5,31.875,60
76.73,18.59,0.0,3.51,0.9,0.0,0.0,0.27,6.67,Algodón,70.02,31.675,60
74.06,16.71,0.0,2.05,4.0,0.0,0.0,3.18,6.52,Algodón,69.12,31.299999999999997,60
26.28,24.02,27.49,4.93,7.24,3.79,6.25,0.0,2.45,Mixto,44.7,21.125,40
85.23,7.44,0.0,0.66,1.55,0.0,0.0,5.12,5.75,Algodón,64.5,29.375,60
91.8,8.2,0.0,0.0,0.0,0.0,0.0,0.0,6.22,Algodón,67.32,30.549999999999997,60
21.85,17.54,33.08,1.26,5.7,6.87,13.7,0.0,2.68,Mixto,46.08,21.7,40
9.21,17.37,27.99,2.06,9.76,7.63,25.98,0.0,2.55,Mixto,45.3,21.375,40
16.03,56.98,0.0,5.63,3.63,16.12,0.0,1.62,2.09,Sintéticos,42.54,20.225,40
31.0,40.75,0.0,12.16,2.41,10.63,0.0,3.05,3.84,Mixto,53.04,24.6,40
16.64,37.98,0.0,21.39,3.51,18.37,0.0,2.12,2.72,Mixto,46.32,21.8,40
47.64,35.66,2.54,1.97,7.08,2.49,0.0,2.61,4.01,Mixto,54.06,25.025,40
79.91,11.81,0.0,3.49,1.38,0.0,0.0,3.42,3.55,Algodón,51.3,23.875,60
34.14,5.15,18.22,5.53,3.31,5.47,28.17,0.0,2.27,Mixto,43.620000000000005,20.675,40
98.84,1.16,0.0,0.0,0.0,0.0,0.0,0.0,4.74,Algodón,58.44,26.85,60
98.12,1.88,0.0,0.0,0.0,0.0,0.0,0.0,6.67,Algodón,70.02,31.675,60
4.67,60.65,0.0,10.19,5.23,15.17,0.0,4.09,2.65,Sintéticos,45.9,21.625,40
18.4,18.7,24.19,1.59,9.36,8.72,19.05,0.0,1.81,Mixto,40.86,19.525,40
18.75,53.84,0.0,8.95,2.94,8.77,0.0,6.74,3.79,Sintéticos,52.74,24.475,40
95.17,4.83,0.0,0.0,0.0,0.0,0.0,0.0,7.29,Algodón,73.74000000000001,33.225,60
76.05,8.47,0.0,3.43,7.64,0.0,0.0,4.42,3.09,Algodón,48.54,22.725,60
39.61,39.29,4.36,1.98,7.95,4.78,0.0,2.03,4.08,Mixto,54.480000000000004,25.2,40
32.09,0.95,41.69,3.81,4.61,5.76,11.09,0.0,2.96,Mixto,47.76,22.4,40
42.21,30.94,2.45,3.62,8.26,6.35,0.0,6.17,2.53,Mixto,45.18,21.325,40
87.73,1.07,0.0,5.17,3.0,0.0,0.0,3.03,5.82,Algodón,64.92,29.55,60
3.37,64.57,0.0,14.02,1.35,15.99,0.0,0.71,3.49,Sintéticos,50.94,23.725,40
7.62,5.18,42.46,2.94,4.65,8.69,28.47,0.0,1.08,Mixto,36.480000000000004,17.7,40
39.86,43.97,2.67,0.37,4.4,4.34,0.0,4.38,3.18,Mixto,49.08,22.95,40
93.26,6.74,0.0,0.0,0.0,0.0,0.0,0.0,7.53,Algodón,75.18,33.825,60
54.05,28.18,1.82,6.19,4.25,1.14,0.0,4.37,3.58,Mixto,51.480000000000004,23.95,40
90.82,9.18,0.0,0.0,0.0,0.0,0.0,0.0,7.16,Algodón,72.96000000000001,32.9,60
90.21,9.79,0.0,0.0,0.0,0.0,0.0,0.0,7.78,Algodón,76.68,34.45,60
20.69,21.12,28.55,1.69,2.75,2.83,22.37,0.0,2.14,Mixto,42.84,20.35,40
19.79,53.37,0.0,13.6,0.52,10.29,0.0,2.43,2.84,Sintéticos,47.04,22.1,40
19.94,40.95,0.0,17.61,3.68,15.52,0.0,2.3,3.31,Mixto,49.86,23.275,40
77.38,9.01,0.0,2.98,7.09,0.0,0.0,3.54,3.57,Algodón,51.42,23.924999999999997,60
92.28,7.72,0.0,0.0,0.0,0.0,0.0,0.0,7.0,Algodón,72.0,32.5,60
14.12,39.95,0.0,13.82,5.55,20.68,0.0,5.88,2.75,Mixto,46.5,21.875,40
80.39,7.32,0.0,2.73,5.03,0.0,0.0,4.54,5.55,Algodón,63.3,28.875,60
87.19,1.21,0.0,3.98,4.03,0.0,0.0,3.59,3.78,Algodón,52.68,24.45,60
40.92,50.75,3.16,0.34,1.48,1.37,0.0,1.97,5.12,Sintéticos,60.72,27.8,40
90.4,9.6,0.0,0.0,0.0,0.0,0.0,0.0,6.1,Algodón,66.6,30.25,60
72.94,15.51,0.0,1.46,6.02,0.0,0.0,4.07,3.53,Algodón,51.18,23.825,60
95.57,4.43,0.0,0.0,0.0,0.0,0.0,0.0,5.86,Algodón,65.16,29.65,60
78.92,13.09,0.0,2.8,2.19,0.0,0.0,3.01,6.46,Algodón,68.75999999999999,31.15,60
81.99,1.46,0.0,5.22,6.59,0.0,0.0,4.74,6.96,Algodón,71.75999999999999,32.4,60
95.62,4.38,0.0,0.0,0.0,0.0,0.0,0.0,4.32,Algodón,55.92,25.8,60
2.86,26.01,24.3,1.38,0.82,10.57,34.06,0.0,1.17,Delicados,37.019999999999996,17.925,30
95.57,4.43,0.0,0.0,0.0,0.0,0.0,0.0,7.77,Algodón,76.62,34.425,60
93.67,6.33,0.0,0.0,0.0,0.0,0.0,0.0,7.83,Algodón,76.98,34.575,60
54.14,29.79,1.18,1.99,8.86,0.57,0.0,3.47,3.09,Mixto,48.54,22.725,40
75.57,10.37,0.0,3.79,6.88,0.0,0.0,3.4,6.67,Algodón,70.02,31.675,60
88.28,11.72,0.0,0.0,0.0,0.0,0.0,0.0,7.47,Algodón,74.82,33.675,60
13.11,50.36,0.0,16.74,1.56,16.59,0.0,1.64,3.58,Sintéticos,51.480000000000004,23.95,40
18.2,56.47,0.0,13.38,3.84,7.38,0.0,0.73,3.8,Sintéticos,52.8,24.5,40
82.64,8.79,0.0,3.13,4.03,0.0,0.0,1.41,3.55,Algodón,51.3,23.875,60
5.01,53.56,0.0,18.54,3.87,17.63,0.0,1.38,2.55,Sintéticos,45.3,21.375,40
7.94,3.78,40.4,4.37,9.84,0.29,33.38,0.0,1.6,Delicados,39.6,19.0,30
51.31,36.22,0.53,4.34,0.1,3.83,0.0,3.66,5.03,Mixto,60.18,27.575000000000003,40
58.43,27.99,3.48,3.45,0.24,3.4,0.0,3.01,4.82,Mixto,58.92,27.05,40
4.61,57.93,0.0,13.28,4.23,15.95,0.0,4.0,2.25,Sintéticos,43.5,20.625,40
80.06,11.99,0.0,1.93,5.57,0.0,0.0,0.45,3.07,Algodón,48.42,22.675,60
14.32,46.94,0.0,8.98,2.8,21.75,0.0,5.22,3.88,Mixto,53.28,24.7,40
4.7,56.31,0.0,18.46,0.12,17.52,0.0,2.89,2.42,Sintéticos,44.519999999999996,21.05,40
73.37,13.4,0.0,1.95,6.65,0.0,0.0,4.64,4.48,Algodón,56.88,26.200000000000003,60
45.55,31.76,7.11,0.28,3.95,6.6,0.0,4.75,4.08,Mixto,54.480000000000004,25.2,40
89.86,10.14,0.0,0.0,0.0,0.0,0.0,0.0,7.02,Algodón,72.12,32.55,60
58.62,24.5,3.01,4.72,3.49,0.78,0.0,4.88,3.28,Mixto,49.68,23.2,40
92.33,7.67,0.0,0.0,0.0,0.0,0.0,0.0,5.84,Algodón,65.03999999999999,29.6,60
80.3,11.19,0.0,4.75,3.74,0.0,0.0,0.03,6.68,Algodón,70.08,31.7,60
72.69,15.35,0.0,1.56,9.46,0.0,0.0,0.95,5.34,Algodón,62.04,28.35,60
44.24,36.84,2.44,4.46,6.43,3.24,0.0,2.34,3.75,Mixto,52.5,24.375,40
1.03,16.44,31.84,1.46,0.31,10.09,38.84,0.0,2.85,Delicados,47.1,22.125,30
93.78,6.22,0.0,0.0,0.0,0.0,0.0,0.0,5.74,Algodón,64.44,29.35,60
90.79,9.21,0.0,0.0,0.0,0.0,0.0,0.0,5.92,Algodón,65.52,29.8,60
18.29,55.32,0.0,4.35,2.47,17.36,0.0,2.21,3.04,Sintéticos,48.24,22.6,40
42.41,35.09,2.96,2.79,8.33,5.06,0.0,3.36,5.1,Mixto,60.599999999999994,27.75,40
41.58,31.16,4.55,4.8,10.22,3.91,0.0,3.78,5.34,Mixto,62.04,28.35,40
9.01,52.31,0.0,13.07,2.65,19.54,0.0,3.42,3.21,Sintéticos,49.26,23.025,40
21.12,16.14,20.46,1.21,10.47,14.91,15.7,0.0,2.98,Mixto,47.879999999999995,22.45,40
24.13,53.9,0.0,6.76,2.1,11.92,0.0,1.19,2.99,Sintéticos,47.94,22.475,40
2.72,9.52,52.48,3.74,3.37,11.01,17.16,0.0,2.72,Lana,46.32,21.8,30
97.02,2.98,0.0,0.0,0.0,0.0,0.0,0.0,4.81,Algodón,58.86,27.025,60
30.27,41.88,0.0,11.05,5.6,8.76,0.0,2.44,3.82,Mixto,52.92,24.549999999999997,40
13.95,59.3,0.0,10.29,1.99,14.31,0.0,0.16,2.88,Sintéticos,47.28,22.2,40
18.36,23.34,24.98,4.54,8.67,6.49,13.62,0.0,1.05,Mixto,36.3,17.625,40
84.96,4.42,0.0,3.98,4.94,0.0,0.0,1.71,6.26,Algodón,67.56,30.65,60
99.48,0.52,0.0,0.0,0.0,0.0,0.0,0.0,7.69,Algodón,76.14,34.225,60
89.42,0.76,0.0,4.53,0.85,0.0,0.0,4.44,5.2,Algodón,61.2,28.0,60
58.43,24.7,1.61,1.74,8.13,2.92,0.0,2.46,4.96,Mixto,59.76,27.4,40
80.16,15.14,0.0,0.96,0.16,0.0,0.0,3.58,6.21,Algodón,67.25999999999999,30.525,60
24.72,48.93,0.0,12.23,2.69,10.92,0.0,0.51,2.64,Mixto,45.84,21.6,40
78.47,10.47,0.0,2.16,5.43,0.0,0.0,3.47,3.03,Algodón,48.18,22.575,60
29.98,41.92,0.0,5.47,2.67,19.21,0.0,0.74,3.44,Mixto,50.64,23.6,40
82.87,10.32,0.0,1.39,0.57,0.0,0.0,4.84,4.2,Algodón,55.2,25.5,60
