Algodon,Poliester,Lana,Elastano,Viscosa,Nylon,Seda,Fibra,Peso
6.4,61.7,0.0,11.42,3.56,10.74,0.0,6.17,2.99
49.52,41.06,3.69,0.14,1.46,3.34,0.0,0.79,2.64
70.68,16.69,0.0,2.28,6.65,0.0,0.0,3.7,6.48
22.08,47.71,0.0,10.56,1.48,17.88,0.0,0.28,3.18
58.2,30.93,2.14,2.67,0.03,3.42,0.0,2.61,5.45
58.83,22.91,3.1,1.41,4.69,4.59,0.0,4.47,3.21
19.25,50.9,0.0,11.05,1.05,13.87,0.0,3.88,2.63
99.15,0.85,0.0,0.0,0.0,0.0,0.0,0.0,7.92
15.67,25.46,30.86,0.59,0.11,0.2,27.11,0.0,1.61
57.31,26.08,3.22,4.83,3.0,2.25,0.0,3.31,5.47
69.78,16.05,0.0,4.95,9.14,0.0,0.0,0.08,5.68
59.41,28.73,3.59,2.76,4.82,0.33,0.0,0.35,3.2
54.34,35.78,2.08,0.03,0.82,4.62,0.0,2.33,5.07
81.6,12.51,0.0,0.63,4.99,0.0,0.0,0.27,6.09
73.13,13.81,0.0,3.41,7.29,0.0,0.0,2.36,6.79
54.49,30.7,1.36,4.61,1.69,4.38,0.0,2.76,2.98
12.98,59.57,0.0,13.34,1.49,9.34,0.0,3.27,2.61
93.3,6.7,0.0,0.0,0.0,0.0,0.0,0.0,4.29
23.23,40.74,0.0,11.74,4.13,17.9,0.0,2.25,2.03
17.11,54.5,0.0,16.17,0.39,8.79,0.0,3.04,3.33
84.89,6.72,0.0,4.06,1.16,0.0,0.0,3.17,5.8
8.25,49.42,0.0,14.88,6.48,18.49,0.0,2.47,2.29
91.02,8.98,0.0,0.0,0.0,0.0,0.0,0.0,6.5
94.33,5.67,0.0,0.0,0.0,0.0,0.0,0.0,5.37
10.5,26.15,35.79,4.58,7.52,7.35,8.11,0.0,1.72
97.31,2.69,0.0,0.0,0.0,0.0,0.0,0.0,5.29
96.38,3.62,0.0,0.0,0.0,0.0,0.0,0.0,6.29
19.62,48.57,0.0,11.91,5.14,9.55,0.0,5.22,3.64
24.83,3.0,41.2,2.16,8.0,4.56,16.26,0.0,2.66
45.16,28.74,2.16,0.51,12.07,5.93,0.0,5.42,5.34
58.05,22.92,2.75,4.45,8.19,0.75,0.0,2.89,5.16
80.52,8.86,0.0,2.89,6.62,0.0,0.0,1.11,3.27
69.68,18.76,0.0,1.45,5.46,0.0,0.0,4.64,6.35
51.7,35.08,3.31,3.52,1.26,2.79,0.0,2.35,2.97
87.1,6.48,0.0,1.69,3.1,0.0,0.0,1.63,5.09
98.4,1.6,0.0,0.0,0.0,0.0,0.0,0.0,5.47
88.75,11.25,0.0,0.0,0.0,0.0,0.0,0.0,4.32
9.94,60.32,0.0,8.01,3.49,17.05,0.0,1.18,2.43
98.3,1.7,0.0,0.0,0.0,0.0,0.0,0.0,6.36
24.31,48.44,0.0,8.13,3.19,13.05,0.0,2.89,2.85
51.98,39.98,1.92,1.41,0.58,1.29,0.0,2.85,4.7
47.83,38.26,4.52,1.11,5.3,1.85,0.0,1.12,4.24
62.76,27.42,1.26,0.13,2.58,3.69,0.0,2.15,4.45
75.98,13.03,0.0,1.26,4.1,0.0,0.0,5.63,3.59
94.18,5.82,0.0,0.0,0.0,0.0,0.0,0.0,6.96
5.32,51.57,0.0,17.69,2.77,17.95,0.0,4.7,2.66
92.87,7.13,0.0,0.0,0.0,0.0,0.0,0.0,7.7
48.79,41.57,1.14,0.75,3.27,2.73,0.0,1.75,4.12
90.96,9.04,0.0,0.0,0.0,0.0,0.0,0.0,4.37
24.6,29.75,25.4,1.09,3.67,4.37,11.12,0.0,2.58
92.6,7.4,0.0,0.0,0.0,0.0,0.0,0.0,6.23
15.2,28.32,22.56,1.25,4.64,4.69,23.34,0.0,1.4
28.01,44.47,0.0,15.65,0.3,10.82,0.0,0.75,3.85
31.43,13.99,12.9,3.89,9.89,3.25,24.66,0.0,1.64
94.12,5.88,0.0,0.0,0.0,0.0,0.0,0.0,7.93
81.41,6.25,0.0,4.42,6.51,0.0,0.0,1.42,5.18
3.52,4.43,43.93,2.71,9.09,8.52,27.8,0.0,1.66
9.02,6.09,33.17,4.03,1.51,6.23,39.96,0.0,1.25
84.8,7.68,0.0,3.51,1.26,0.0,0.0,2.74,3.33
90.36,9.64,0.0,0.0,0.0,0.0,0.0,0.0,5.31
94.53,5.47,0.0,0.0,0.0,0.0,0.0,0.0,5.56
18.33,15.4,22.21,1.13,8.96,4.35,29.62,0.0,2.85
98.84,1.16,0.0,0.0,0.0,0.0,0.0,0.0,4.34
92.35,7.65,0.0,0.0,0.0,0.0,0.0,0.0,6.92
26.19,36.28,0.0,14.22,2.8,18.68,0.0,1.83,2.1
19.1,4.08,23.0,2.85,11.29,10.96,28.71,0.0,1.32
99.31,0.69,0.0,0.0,0.0,0.0,0.0,0.0,5.96
56.67,25.81,0.97,3.73,8.23,1.74,0.0,2.86,2.66
89.86,10.14,0.0,0.0,0.0,0.0,0.0,0.0,6.75
97.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.98
15.36,51.82,0.0,9.21,3.12,16.82,0.0,3.66,2.97
21.94,28.45,28.78,4.68,3.93,3.59,8.63,0.0,1.53
72.35,16.92,0.0,2.03,8.59,0.0,0.0,0.11,4.09
2.05,62.93,0.0,9.95,1.62,19.34,0.0,4.12,2.7
16.29,44.64,0.0,9.68,5.07,18.89,0.0,5.43,3.15
5.72,51.44,0.0,13.76,4.59,19.52,0.0,4.97,2.22
99.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,6.66
92.59,7.41,0.0,0.0,0.0,0.0,0.0,0.0,6.99
93.99,6.01,0.0,0.0,0.0,0.0,0.0,0.0,4.3
94.4,5.6,0.0,0.0,0.0,0.0,0.0,0.0,5.36
46.85,36.78,3.63,1.11,4.97,2.83,0.0,3.82,2.78
99.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,6.08
40.69,42.19,4.32,4.37,1.58,3.35,0.0,3.5,4.27
83.86,7.21,0.0,0.75,6.23,0.0,0.0,1.95,5.79
94.02,1.04,0.0,0.35,0.3,0.0,0.0,4.29,4.84
92.19,7.81,0.0,0.0,0.0,0.0,0.0,0.0,4.04
57.92,28.81,2.35,1.21,2.61,3.97,0.0,3.12,4.29
81.95,12.39,0.0,1.73,1.42,0.0,0.0,2.51,6.74
7.66,15.83,32.98,3.26,8.29,8.16,23.82,0.0,2.73
93.51,6.49,0.0,0.0,0.0,0.0,0.0,0.0,5.62
25.72,47.88,0.0,17.7,0.49,7.28,0.0,0.94,2.7
52.22,34.68,1.04,1.54,5.56,2.91,0.0,2.04,3.08
97.24,2.76,0.0,0.0,0.0,0.0,0.0,0.0,5.59
26.65,43.23,0.0,12.14,1.3,14.22,0.0,2.46,2.9
5.3,25.01,44.49,1.88,5.39,1.67,16.27,0.0,1.62
44.08,36.91,4.41,0.57,8.68,0.98,0.0,4.36,3.19
73.29,15.93,0.0,4.07,5.87,0.0,0.0,0.84,6.6
91.84,8.16,0.0,0.0,0.0,0.0,0.0,0.0,5.27
79.43,9.93,0.0,0.47,5.94,0.0,0.0,4.22,4.51
54.76,28.78,3.18,4.95,2.25,3.62,0.0,2.45,2.91
23.34,12.53,31.41,4.59,2.07,5.03,21.02,0.0,2.89
51.33,26.32,4.21,5.27,8.02,0.45,0.0,4.41,5.3
7.87,50.17,0.0,16.42,5.65,18.34,0.0,1.55,3.89
22.58,7.19,26.64,0.24,4.33,9.63,29.38,0.0,1.1
94.98,5.02,0.0,0.0,0.0,0.0,0.0,0.0,7.78
77.29,14.78,0.0,2.4,3.62,0.0,0.0,1.91,5.06
15.9,50.1,0.0,11.04,4.88,16.42,0.0,1.65,3.45
3.46,0.49,43.81,0.49,1.93,12.6,37.23,0.0,2.16
49.96,37.92,1.63,3.37,3.22,3.61,0.0,0.28,5.38
33.38,9.52,20.18,7.86,3.42,0.41,25.23,0.0,1.65
38.87,44.6,3.0,0.97,7.73,2.37,0.0,2.46,2.99
8.09,64.99,0.0,5.96,1.99,16.41,0.0,2.56,2.4
29.53,36.63,0.0,8.36,4.08,20.78,0.0,0.63,2.46
97.7,2.3,0.0,0.0,0.0,0.0,0.0,0.0,5.32
94.78,5.22,0.0,0.0,0.0,0.0,0.0,0.0,7.75
41.87,45.8,1.7,3.35,2.4,3.97,0.0,0.9,3.89
51.15,33.76,4.35,0.09,8.61,0.43,0.0,1.61,3.19
20.34,49.45,0.0,12.96,5.12,8.67,0.0,3.45,2.51
52.46,31.54,2.58,2.43,8.11,1.58,0.0,1.29,2.58
73.3,15.23,0.0,2.0,6.97,0.0,0.0,2.49,3.91
48.97,39.5,2.61,0.19,2.97,1.95,0.0,3.8,4.48
10.47,53.94,0.0,8.92,3.42,20.99,0.0,2.27,3.12
92.63,7.37,0.0,0.0,0.0,0.0,0.0,0.0,5.58
22.2,48.74,0.0,13.36,2.45,11.73,0.0,1.53,2.17
14.27,3.02,41.32,3.39,9.99,7.69,20.32,0.0,2.84
23.3,53.66,0.0,11.44,2.6,8.97,0.0,0.03,3.24
46.13,35.57,2.14,3.33,5.65,3.66,0.0,3.51,4.3
95.64,4.36,0.0,0.0,0.0,0.0,0.0,0.0,7.45
90.85,9.15,0.0,0.0,0.0,0.0,0.0,0.0,4.3
58.75,27.28,3.7,2.04,5.43,1.81,0.0,0.99,4.42
22.42,44.74,0.0,16.61,4.02,8.71,0.0,3.5,3.62
6.59,57.19,0.0,10.88,4.88,18.53,0.0,1.93,2.49
83.28,2.63,0.0,2.09,7.7,0.0,0.0,4.29,5.89
21.56,1.56,35.52,8.04,7.26,8.54,17.51,0.0,1.94
93.42,6.58,0.0,0.0,0.0,0.0,0.0,0.0,6.75
77.17,14.31,0.0,0.63,2.8,0.0,0.0,5.1,5.79
42.84,43.31,1.66,0.48,1.85,5.64,0.0,4.21,3.33
55.24,26.45,3.56,3.35,1.9,4.92,0.0,4.58,2.93
91.15,8.85,0.0,0.0,0.0,0.0,0.0,0.0,7.35
41.66,37.66,0.59,3.04,10.19,3.69,0.0,3.18,4.24
84.01,10.28,0.0,1.36,1.29,0.0,0.0,3.05,4.54
52.02,36.17,0.94,3.24,0.58,3.82,0.0,3.23,3.97
51.59,34.69,1.01,0.39,7.84,3.48,0.0,1.0,4.89
75.08,13.43,0.0,0.28,8.79,0.0,0.0,2.42,3.43
33.47,48.6,2.9,0.63,6.84,3.9,0.0,3.66,5.41
28.64,13.68,21.13,1.3,5.78,7.4,22.08,0.0,1.99
54.74,34.81,1.06,0.04,5.3,1.8,0.0,2.24,5.14
24.85,19.52,33.38,4.14,3.11,5.09,9.91,0.0,1.35
94.97,5.03,0.0,0.0,0.0,0.0,0.0,0.0,7.85
97.91,2.09,0.0,0.0,0.0,0.0,0.0,0.0,6.53
53.99,31.53,2.94,2.81,2.8,2.49,0.0,3.43,5.13
16.03,56.83,0.0,12.52,4.8,5.39,0.0,4.44,4.0
21.69,22.35,16.36,4.9,12.01,0.18,22.52,0.0,2.29
12.1,51.41,0.0,15.48,4.43,13.23,0.0,3.35,3.74
35.75,52.3,1.1,3.7,1.63,0.05,0.0,5.47,3.66
84.34,2.87,0.0,2.84,5.48,0.0,0.0,4.49,5.12
55.74,27.19,1.53,4.72,7.17,2.61,0.0,1.04,4.36
93.55,6.45,0.0,0.0,0.0,0.0,0.0,0.0,6.88
77.58,5.63,0.0,3.26,9.81,0.0,0.0,3.71,3.79
14.32,17.84,35.65,4.98,7.92,2.95,16.35,0.0,1.76
52.24,36.21,0.28,0.43,5.8,1.92,0.0,3.11,5.28
18.09,40.09,0.0,18.42,3.29,18.76,0.0,1.34,2.06
96.97,3.03,0.0,0.0,0.0,0.0,0.0,0.0,7.78
95.16,4.84,0.0,0.0,0.0,0.0,0.0,0.0,7.04
18.68,62.47,0.0,5.21,3.83,7.4,0.0,2.4,2.73
96.74,3.26,0.0,0.0,0.0,0.0,0.0,0.0,4.39
80.73,9.04,0.0,4.5,4.69,0.0,0.0,1.04,4.1
74.94,15.7,0.0,0.8,6.27,0.0,0.0,2.3,6.54
27.15,35.33,0.0,16.33,3.28,16.96,0.0,0.94,2.98
43.58,36.1,1.25,5.34,9.03,3.82,0.0,0.88,5.16
53.75,30.58,3.09,3.29,8.41,0.15,0.0,0.71,5.41
75.28,13.09,0.0,3.94,5.35,0.0,0.0,2.35,5.06
10.0,68.19,0.0,7.42,1.36,9.48,0.0,3.56,3.41
15.08,18.3,32.77,2.11,7.93,1.57,22.24,0.0,1.22
87.12,2.96,0.0,0.82,3.96,0.0,0.0,5.13,3.3
57.87,29.71,3.16,2.09,1.93,3.72,0.0,1.51,4.98
11.17,52.99,0.0,16.45,4.31,11.7,0.0,3.37,3.31
12.07,64.1,0.0,9.34,2.49,10.12,0.0,1.88,2.69
62.07,23.66,2.33,4.07,4.75,0.44,0.0,2.67,3.3
71.32,14.91,0.0,5.33,7.9,0.0,0.0,0.54,6.34
22.93,47.74,0.0,15.3,0.94,9.6,0.0,3.49,2.96
46.6,39.49,0.13,3.85,0.89,5.45,0.0,3.58,4.44
44.88,39.9,2.72,4.22,3.12,0.52,0.0,4.64,3.91
16.62,22.06,15.22,2.5,3.85,8.02,31.74,0.0,1.51
98.74,1.26,0.0,0.0,0.0,0.0,0.0,0.0,4.78
80.88,4.72,0.0,4.03,7.7,0.0,0.0,2.67,6.65
19.81,7.25,47.93,6.65,5.45,4.55,8.35,0.0,1.01
83.02,0.12,0.0,2.0,10.38,0.0,0.0,4.48,3.12
93.56,6.44,0.0,0.0,0.0,0.0,0.0,0.0,6.74
92.6,7.4,0.0,0.0,0.0,0.0,0.0,0.0,6.75
50.63,33.77,3.16,2.66,8.04,1.12,0.0,0.63,2.92
20.21,15.26,49.4,3.56,3.77,0.94,6.86,0.0,1.3
92.41,0.47,0.0,0.2,3.66,0.0,0.0,3.26,3.71
16.4,5.13,31.39,1.07,11.82,5.8,28.39,0.0,1.93
9.35,50.37,0.0,25.06,1.22,8.98,0.0,5.01,2.64
2.72,62.44,0.0,18.08,3.77,10.24,0.0,2.75,2.66
62.42,26.49,1.72,1.67,3.22,2.66,0.0,1.83,3.52
11.81,50.36,0.0,24.48,1.17,9.01,0.0,3.17,2.4
78.07,13.99,0.0,2.11,5.43,0.0,0.0,0.4,3.58
6.15,59.84,0.0,19.04,0.57,8.39,0.0,6.01,2.58
31.63,38.83,0.0,7.09,2.58,14.19,0.0,5.67,2.74
13.79,12.96,35.11,2.18,3.77,9.01,23.18,0.0,1.86
83.18,6.72,0.0,0.77,8.74,0.0,0.0,0.6,5.13
48.78,37.1,3.27,2.9,0.39,4.02,0.0,3.54,2.93
14.24,56.07,0.0,11.65,1.1,12.9,0.0,4.03,2.14
41.36,42.95,3.23,4.24,0.09,3.72,0.0,4.41,4.35
60.87,23.42,4.66,2.06,2.89,2.55,0.0,3.55,3.59
37.82,51.1,3.23,4.8,0.49,2.12,0.0,0.43,4.72
22.36,47.24,0.0,12.91,3.4,10.91,0.0,3.19,3.96
12.95,59.99,0.0,5.28,0.41,18.15,0.0,3.24,3.91
10.53,42.42,0.0,24.66,6.15,9.87,0.0,6.37,2.51
46.28,35.06,2.6,2.09,4.34,5.34,0.0,4.31,5.07
7.95,65.45,0.0,11.71,2.5,9.93,0.0,2.47,2.52
45.34,37.99,2.43,0.5,5.18,4.27,0.0,4.3,5.06
1.64,26.68,29.04,1.96,4.81,4.89,30.99,0.0,1.09
85.5,1.54,0.0,1.43,6.75,0.0,0.0,4.78,3.66
37.63,48.49,0.78,0.41,5.97,3.79,0.0,2.92,5.16
91.35,8.65,0.0,0.0,0.0,0.0,0.0,0.0,5.69
9.11,58.5,0.0,7.94,0.09,21.15,0.0,3.22,2.1
6.68,67.74,0.0,7.52,4.0,12.05,0.0,2.02,3.13
24.0,12.72,32.62,3.51,4.42,5.32,17.42,0.0,1.65
91.2,8.8,0.0,0.0,0.0,0.0,0.0,0.0,4.44
47.35,36.28,3.25,0.25,7.46,2.73,0.0,2.68,3.43
13.53,53.8,0.0,7.63,0.7,20.52,0.0,3.82,2.26
6.13,63.17,0.0,17.04,2.67,10.84,0.0,0.15,2.01
7.31,38.43,15.04,4.19,3.96,11.81,19.26,0.0,2.46
46.28,40.66,0.12,2.88,7.38,1.27,0.0,1.42,5.05
18.61,10.3,31.22,3.72,8.53,13.36,14.27,0.0,1.75
57.79,33.74,1.69,3.17,2.51,0.18,0.0,0.91,4.56
82.94,10.63,0.0,0.07,2.69,0.0,0.0,3.67,3.22
30.17,30.7,0.0,14.24,4.67,15.48,0.0,4.73,3.83
12.4,24.35,25.59,2.33,10.16,2.75,22.41,0.0,1.96
94.74,5.26,0.0,0.0,0.0,0.0,0.0,0.0,5.71
15.43,6.73,34.42,2.69,11.58,11.98,17.18,0.0,2.23
96.4,3.6,0.0,0.0,0.0,0.0,0.0,0.0,7.42
14.29,6.35,42.7,0.46,1.81,6.42,27.97,0.0,1.73
14.55,22.72,29.39,2.73,4.44,7.2,18.98,0.0,2.83
4.37,22.72,41.21,5.51,10.63,1.11,14.46,0.0,1.77
18.45,25.6,36.93,0.46,5.95,2.27,10.34,0.0,2.91
82.88,4.68,0.0,3.56,4.49,0.0,0.0,4.39,4.3
89.22,10.78,0.0,0.0,0.0,0.0,0.0,0.0,7.22
14.98,10.67,36.45,3.19,2.6,2.95,29.17,0.0,2.82
81.15,12.22,0.0,3.95,2.28,0.0,0.0,0.39,6.27
91.11,8.89,0.0,0.0,0.0,0.0,0.0,0.0,6.05
89.66,10.34,0.0,0.0,0.0,0.0,0.0,0.0,7.73
55.84,27.42,2.33,2.15,6.72,3.37,0.0,2.17,2.52
28.19,24.26,16.51,0.22,2.59,7.27,20.96,0.0,1.68
21.52,55.64,0.0,13.5,0.99,8.12,0.0,0.23,2.57
13.17,46.63,0.0,12.5,4.89,18.46,0.0,4.34,2.98
14.47,26.84,17.3,5.32,4.32,12.83,18.93,0.0,1.05
49.88,38.67,0.46,2.11,1.67,2.56,0.0,4.66,4.75
91.4,8.6,0.0,0.0,0.0,0.0,0.0,0.0,7.76
93.46,6.54,0.0,0.0,0.0,0.0,0.0,0.0,7.79
94.15,5.85,0.0,0.0,0.0,0.0,0.0,0.0,6.51
3.06,59.5,0.0,10.68,4.76,15.63,0.0,6.36,2.53
55.52,32.24,3.3,0.12,5.13,0.18,0.0,3.53,3.33
78.92,15.53,0.0,0.29,5.13,0.0,0.0,0.13,6.32
21.47,18.62,41.82,2.76,0.44,1.6,13.29,0.0,2.96
30.41,34.23,0.0,15.12,4.98,11.61,0.0,3.66,3.97
5.15,29.61,13.82,3.64,2.92,6.25,38.61,0.0,1.39
26.54,20.35,23.56,1.39,0.07,6.54,21.54,0.0,2.76
91.06,8.94,0.0,0.0,0.0,0.0,0.0,0.0,5.65
87.95,1.54,0.0,2.61,5.54,0.0,0.0,2.36,6.32
7.86,61.03,0.0,7.7,3.08,16.76,0.0,3.58,2.93
35.03,48.32,2.93,1.55,2.06,5.11,0.0,5.0,4.25
78.85,14.11,0.0,0.13,6.53,0.0,0.0,0.37,4.01
1.75,65.17,0.0,8.46,0.24,20.44,0.0,3.94,3.84
14.56,9.28,49.27,3.76,8.84,3.68,10.62,0.0,1.91
99.21,0.79,0.0,0.0,0.0,0.0,0.0,0.0,7.92
19.6,49.79,0.0,11.2,3.37,10.63,0.0,5.41,2.25
38.18,41.59,3.42,4.04,9.3,0.42,0.0,3.05,2.76
1.45,61.25,0.0,17.82,6.07,7.38,0.0,6.02,2.58
72.2,20.49,0.0,0.99,0.91,0.0,0.0,5.41,5.44
46.33,38.03,0.47,2.32,9.03,3.43,0.0,0.39,4.58
97.08,2.92,0.0,0.0,0.0,0.0,0.0,0.0,7.93
75.3,14.13,0.0,3.87,4.01,0.0,0.0,2.69,3.35
78.72,14.4,0.0,2.06,3.5,0.0,0.0,1.32,3.59
7.07,62.97,0.0,14.38,1.16,11.33,0.0,3.1,3.19
92.48,7.52,0.0,0.0,0.0,0.0,0.0,0.0,6.19
93.22,6.78,0.0,0.0,0.0,0.0,0.0,0.0,5.37
9.81,31.51,18.07,4.86,6.03,13.85,15.87,0.0,2.9
39.55,43.33,0.94,4.74,7.75,0.45,0.0,3.23,5.37
22.36,23.52,14.76,4.66,5.0,1.71,28.0,0.0,1.16
24.76,54.6,0.0,9.56,2.08,7.69,0.0,1.32,2.89
1.46,29.48,27.77,0.57,3.41,7.43,29.88,0.0,1.29
81.5,11.62,0.0,0.92,3.06,0.0,0.0,2.91,5.6
28.91,43.72,0.0,11.59,2.13,8.53,0.0,5.12,3.63
74.93,10.91,0.0,3.23,7.21,0.0,0.0,3.72,3.7
59.9,30.03,2.91,2.33,1.4,1.42,0.0,2.01,3.72
13.86,62.0,0.0,12.9,2.74,6.65,0.0,1.86,2.34
6.66,23.93,37.03,3.28,5.38,5.79,17.93,0.0,1.31
22.15,25.02,31.5,2.33,1.07,7.87,10.07,0.0,2.44
14.88,18.37,34.06,1.42,4.62,5.85,20.8,0.0,1.4
2.4,26.59,15.43,5.51,2.13,13.14,34.81,0.0,1.68
23.05,13.86,25.88,3.78,10.58,13.08,9.78,0.0,2.16
84.5,1.07,0.0,4.33,7.71,0.0,0.0,2.39,6.87
93.26,6.74,0.0,0.0,0.0,0.0,0.0,0.0,6.22
65.64,18.27,0.0,3.68,7.7,0.0,0.0,4.71,4.62
57.34,23.09,3.45,3.59,7.92,0.54,0.0,4.06,3.54
84.79,0.67,0.0,3.7,5.36,0.0,0.0,5.47,6.01
18.37,42.56,0.0,14.24,2.56,17.57,0.0,4.7,2.88
98.29,1.71,0.0,0.0,0.0,0.0,0.0,0.0,4.97
4.69,10.96,40.13,2.87,4.48,7.88,28.98,0.0,2.07
14.5,20.46,41.64,0.15,1.94,4.65,16.66,0.0,2.6
98.2,1.8,0.0,0.0,0.0,0.0,0.0,0.0,5.77
31.15,5.71,39.22,1.66,6.04,7.04,9.19,0.0,1.82
75.06,11.3,0.0,3.31,7.09,0.0,0.0,3.24,4.78
52.98,29.88,0.68,3.02,6.34,2.02,0.0,5.09,3.37
77.55,16.83,0.0,0.21,1.52,0.0,0.0,3.9,4.28
26.93,44.19,0.0,13.56,2.45,10.76,0.0,2.11,3.83
96.09,3.91,0.0,0.0,0.0,0.0,0.0,0.0,6.69
86.34,4.41,0.0,2.57,4.71,0.0,0.0,1.97,5.91
19.94,56.19,0.0,7.02,3.26,12.08,0.0,1.51,3.07
78.08,13.01,0.0,2.65,0.54,0.0,0.0,5.72,5.11
20.35,16.5,39.06,5.01,4.45,1.63,12.99,0.0,1.06
50.14,34.62,2.68,2.34,5.32,2.73,0.0,2.16,5.47
76.13,11.13,0.0,1.4,7.04,0.0,0.0,4.31,5.3
22.22,18.13,26.64,3.7,6.72,5.95,16.65,0.0,2.94
53.29,29.82,2.49,2.86,6.88,1.77,0.0,2.88,4.39
21.86,1.89,34.35,2.56,4.96,9.15,25.24,0.0,1.04
11.46,66.22,0.0,6.88,0.62,11.54,0.0,3.27,3.91
56.86,26.36,3.71,3.41,7.11,1.65,0.0,0.9,3.28
13.39,65.43,0.0,4.98,0.09,11.75,0.0,4.36,2.47
23.26,51.58,0.0,14.26,0.84,8.51,0.0,1.54,2.55
81.41,2.61,0.0,4.62,9.11,0.0,0.0,2.25,4.95
99.23,0.77,0.0,0.0,0.0,0.0,0.0,0.0,7.73
96.76,3.24,0.0,0.0,0.0,0.0,0.0,0.0,7.9
50.4,39.33,2.22,2.5,0.98,3.59,0.0,0.99,3.99
34.12,50.72,3.8,1.36,3.91,5.55,0.0,0.54,5.46
17.93,4.2,30.7,2.94,4.24,0.29,39.7,0.0,2.78
40.12,35.06,5.65,1.63,7.6,5.15,0.0,4.8,4.08
30.88,12.96,17.67,6.34,2.1,10.08,19.96,0.0,2.21
82.87,5.51,0.0,4.89,1.59,0.0,0.0,5.14,6.13
80.79,13.92,0.0,2.35,1.87,0.0,0.0,1.07,3.5
51.05,33.02,2.71,2.7,8.21,0.33,0.0,1.99,4.34
80.48,8.29,0.0,3.47,7.64,0.0,0.0,0.11,5.64
47.24,30.29,1.7,6.14,9.07,2.37,0.0,3.18,5.11
16.19,23.68,16.6,1.72,3.79,12.19,25.83,0.0,2.31
51.34,28.52,2.75,3.27,6.85,5.03,0.0,2.24,2.83
82.03,1.48,0.0,4.41,10.59,0.0,0.0,1.5,3.27
5.9,57.31,0.0,16.15,5.27,10.32,0.0,5.05,2.15
80.07,5.76,0.0,3.01,6.27,0.0,0.0,4.9,6.59
53.03,26.42,0.35,0.28,10.95,4.58,0.0,4.38,3.05
20.23,59.71,0.0,7.97,2.52,7.94,0.0,1.63,2.2
16.63,3.66,33.89,1.25,2.34,7.81,34.42,0.0,1.5
21.39,43.11,0.0,9.83,4.81,15.38,0.0,5.47,2.72
2.46,21.58,46.06,3.13,12.73,5.03,9.01,0.0,2.52
23.98,18.46,23.24,0.87,7.5,7.3,18.66,0.0,2.43
76.25,7.32,0.0,0.43,10.95,0.0,0.0,5.06,4.54
21.36,13.94,18.77,0.67,5.32,7.15,32.78,0.0,1.69
33.61,8.34,39.38,3.11,0.86,4.65,10.06,0.0,1.17
93.53,6.47,0.0,0.0,0.0,0.0,0.0,0.0,7.51
60.63,26.63,1.17,0.18,7.63,2.4,0.0,1.36,2.77
89.86,10.14,0.0,0.0,0.0,0.0,0.0,0.0,4.12
6.55,65.16,0.0,13.37,2.38,10.44,0.0,2.12,3.41
62.4,20.81,2.11,4.3,5.13,3.57,0.0,1.68,5.47
7.92,60.26,0.0,20.28,2.45,6.9,0.0,2.19,3.46
81.02,9.44,0.0,0.68,5.28,0.0,0.0,3.58,4.42
88.67,11.33,0.0,0.0,0.0,0.0,0.0,0.0,4.99
43.93,35.67,4.32,5.43,7.4,1.05,0.0,2.21,2.9
80.01,7.78,0.0,4.05,3.17,0.0,0.0,5.0,6.88
94.58,5.42,0.0,0.0,0.0,0.0,0.0,0.0,4.88
71.33,16.39,0.0,0.57,9.71,0.0,0.0,2.01,4.16
89.01,0.05,0.0,1.35,8.02,0.0,0.0,1.57,4.81
79.87,13.32,0.0,0.82,2.3,0.0,0.0,3.68,6.55
39.13,44.94,4.68,2.13,4.66,3.54,0.0,0.91,2.72
18.43,26.8,40.42,4.4,1.6,0.85,7.49,0.0,1.52
28.44,23.35,28.88,3.08,1.75,5.87,8.64,0.0,1.14
70.62,16.93,0.0,1.66,9.34,0.0,0.0,1.44,3.08
19.58,19.26,23.61,3.47,3.03,10.02,21.04,0.0,1.35
1.77,47.05,0.0,24.94,5.44,13.89,0.0,6.9,2.28
26.57,52.98,0.0,5.61,2.25,10.04,0.0,2.54,2.61
77.93,13.34,0.0,1.29,6.15,0.0,0.0,1.29,6.24
39.02,41.25,4.22,1.93,8.23,1.96,0.0,3.39,2.62
48.79,30.17,4.45,0.95,9.06,3.65,0.0,2.94,5.35
17.34,12.41,43.07,1.46,8.51,2.44,14.76,0.0,1.79
68.33,16.76,0.0,1.95,8.57,0.0,0.0,4.39,4.36
75.27,14.58,0.0,4.13,2.92,0.0,0.0,3.1,6.48
8.28,22.22,40.75,0.87,9.05,1.68,17.15,0.0,1.22
92.02,7.98,0.0,0.0,0.0,0.0,0.0,0.0,7.65
51.11,33.02,3.48,1.66,0.91,4.29,0.0,5.53,3.52
3.47,28.12,26.72,6.54,5.38,16.06,13.71,0.0,1.22
55.83,36.16,3.9,0.68,2.35,0.03,0.0,1.05,3.06
80.85,6.29,0.0,4.09,6.94,0.0,0.0,1.83,3.84
90.54,0.11,0.0,1.36,7.05,0.0,0.0,0.93,4.44
41.74,45.71,0.26,3.69,3.72,0.74,0.0,4.14,5.41
78.76,11.43,0.0,2.58,3.31,0.0,0.0,3.92,4.09
